Data_subset knn knn_err svm svm_err tree tree_err majority majority_err bayes bayes_err neural_net neural_net_err
0.1 0.916666666667 0.0259368545821 0.942592592593 0.028922538355 0.812962962963 0.0693854332715 0.32962962963 0.0660303591062 0.925925925926 0.0249794429219 0.633333333333 0.0786951570569
0.2 0.957407407407 0.0153603264137 0.985185185185 0.0104496506889 0.853703703704 0.0421007372611 0.387037037037 0.0702234519723 0.966666666667 0.0162846044377 0.844444444444 0.028067158174
0.3 0.972222222222 0.00698196655167 0.990740740741 0.0093672910957 0.898148148148 0.0442680906357 0.407407407407 0.0639907804454 0.974074074074 0.0111711464827 0.924074074074 0.0237386862757
0.4 0.968518518519 0.0197972919791 0.983333333333 0.0115993139936 0.9 0.034881893712 0.444444444444 0.04189179931 0.97962962963 0.00977475317234 0.905555555556 0.037702619379
0.5 0.975925925926 0.0109061803995 0.985185185185 0.0121734746504 0.927777777778 0.0282403069982 0.462962962963 4.18583161233e-17 0.990740740741 0.0093672910957 0.92037037037 0.0764963577284
0.6 0.992592592593 0.00684090218111 0.987037037037 0.00639907804454 0.937037037037 0.029423832841 0.462962962963 4.18583161233e-17 0.992592592593 0.00684090218111 0.944444444444 0.0108164160714
0.7 0.998148148148 0.004189179931 0.988888888889 0.00684090218111 0.964814814815 0.0260867798458 0.462962962963 4.18583161233e-17 0.990740740741 0.0093672910957 0.959259259259 0.0136818043622
0.8 0.994444444444 0.00639907804454 0.994444444444 0.00639907804454 0.988888888889 0.00926262534028 0.462962962963 4.18583161233e-17 0.992592592593 0.00684090218111 0.944444444444 0.0568933888959
0.9 1.0 0.0 0.996296296296 0.00558557324134 0.987037037037 0.014033579087 0.462962962963 4.18583161233e-17 0.996296296296 0.00558557324134 0.946296296296 0.0659269210851
1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.462962962963 4.18583161233e-17 1.0 0.0 0.977777777778 0.00558557324134
